transaction_id,transaction_time,amount,hour,merchant_category,channel,distance_from_home_km,txns_last_hour,card_age_days,is_foreign_transaction,is_fraud
TXN0015640,2026-01-10 08:38:00,22.2,6,fuel,card_present,2.2,0,3784,0,0
TXN0015641,2026-01-10 08:39:00,110.93,16,fuel,mobile_app,13.7,0,3805,0,0
TXN0015642,2026-01-10 08:40:00,51.59,13,grocery,card_present,3.1,3,1200,0,0
TXN0015643,2026-01-10 08:40:00,34.28,8,travel,mobile_app,16.4,0,330,0,0
TXN0015644,2026-01-10 08:41:00,37.43,20,grocery,mobile_app,9.4,0,3077,0,0
TXN0015645,2026-01-10 08:42:00,73.81,14,online_retail,online,0.7,0,2861,0,0
TXN0015646,2026-01-10 08:43:00,43.18,21,fuel,mobile_app,0.9,0,3458,0,0
TXN0015647,2026-01-10 08:43:00,12.25,10,entertainment,online,12.3,4,794,0,0
TXN0015648,2026-01-10 08:44:00,99.27,10,online_retail,mobile_app,2.4,0,2414,0,0
TXN0015649,2026-01-10 08:46:00,116.66,9,online_retail,mobile_app,11.5,3,2056,0,0
TXN0015650,2026-01-10 08:46:00,178.88,13,restaurant,card_present,14.3,0,2940,0,0
TXN0015651,2026-01-10 08:46:00,308.47,19,grocery,card_present,4.8,0,420,0,0
TXN0015652,2026-01-10 08:46:00,50.58,15,travel,card_present,4.9,0,2907,0,0
TXN0015653,2026-01-10 08:46:00,103.41,11,grocery,online,5.5,0,3333,0,0
TXN0015654,2026-01-10 08:47:00,134.22,8,online_retail,card_present,15.9,0,762,0,0
TXN0015655,2026-01-10 08:50:00,248.07,9,travel,card_present,7.5,0,263,0,0
TXN0015656,2026-01-10 08:50:00,124.31,18,online_retail,card_present,0.5,1,2916,0,0
TXN0015657,2026-01-10 08:51:00,64.37,5,grocery,card_present,2.2,2,2143,0,0
TXN0015658,2026-01-10 08:52:00,14.23,16,fuel,card_present,11.2,2,3279,0,0
TXN0015659,2026-01-10 08:52:00,29.52,14,restaurant,online,0.8,0,3996,0,0
TXN0015660,2026-01-10 08:52:00,62.61,12,restaurant,online,2.0,1,3409,0,0
TXN0015661,2026-01-10 08:52:00,13.41,16,grocery,mobile_app,2.5,1,2822,0,0
TXN0015662,2026-01-10 08:55:00,31.58,12,grocery,online,0.1,0,1612,1,0
TXN0015663,2026-01-10 08:56:00,63.73,12,grocery,online,11.5,2,3259,0,0
TXN0015664,2026-01-10 08:57:00,80.61,15,fuel,card_present,7.2,0,3707,0,0
TXN0015665,2026-01-10 08:58:00,101.62,14,grocery,online,22.6,0,2862,0,0
TXN0015666,2026-01-10 08:59:00,28.74,14,grocery,card_present,0.9,0,2483,0,0
TXN0015667,2026-01-10 09:00:00,53.6,9,restaurant,card_present,6.4,0,1542,0,0
TXN0015668,2026-01-10 09:01:00,69.76,12,fuel,card_present,16.3,2,1072,0,0
TXN0015669,2026-01-10 09:01:00,131.97,14,online_retail,online,14.1,0,1211,0,0
TXN0015670,2026-01-10 09:01:00,65.46,21,electronics,mobile_app,7.1,2,1646,0,0
TXN0015671,2026-01-10 09:02:00,178.55,9,grocery,card_present,2.5,0,642,0,0
TXN0015672,2026-01-10 09:02:00,36.6,8,travel,mobile_app,15.8,1,1313,0,0
TXN0015673,2026-01-10 09:04:00,20.89,9,grocery,mobile_app,4.2,0,1799,0,0
TXN0015674,2026-01-10 09:05:00,50.1,9,online_retail,online,7.8,0,1114,0,0
TXN0015675,2026-01-10 09:06:00,101.79,16,restaurant,card_present,7.7,0,1621,0,0
TXN0015676,2026-01-10 09:06:00,171.21,19,travel,card_present,5.7,0,2016,0,0
TXN0015677,2026-01-10 09:07:00,25.73,14,fuel,online,18.2,1,3804,0,0
TXN0015678,2026-01-10 09:09:00,57.28,15,fuel,card_present,2.2,0,3192,0,0
TXN0015679,2026-01-10 09:10:00,33.71,17,fuel,card_present,0.4,1,2757,0,0
TXN0015680,2026-01-10 09:10:00,44.06,12,fuel,card_present,2.7,0,3707,0,0
TXN0015681,2026-01-10 09:11:00,19.1,15,restaurant,card_present,4.1,0,3068,0,0
TXN0015682,2026-01-10 09:12:00,136.26,9,grocery,card_present,1.8,1,623,0,0
TXN0015683,2026-01-10 09:12:00,46.01,9,utilities,mobile_app,2.0,0,1339,0,0
TXN0015684,2026-01-10 09:13:00,33.11,18,entertainment,mobile_app,3.8,0,2089,0,0
TXN0015685,2026-01-10 09:13:00,52.19,16,online_retail,online,11.3,0,2879,0,0
TXN0015686,2026-01-10 09:14:00,213.28,11,grocery,card_present,11.2,0,2752,0,0
TXN0015687,2026-01-10 09:14:00,194.64,8,fuel,card_present,0.9,1,3391,0,0
TXN0015688,2026-01-10 09:14:00,154.51,20,online_retail,mobile_app,2.2,0,3037,0,0
TXN0015689,2026-01-10 09:14:00,83.22,4,grocery,mobile_app,2.6,1,3179,0,0
TXN0015690,2026-01-10 09:15:00,124.47,11,restaurant,mobile_app,32.5,0,1420,0,0
TXN0015691,2026-01-10 09:16:00,41.19,4,online_retail,card_present,2.4,0,2371,0,0
TXN0015692,2026-01-10 09:17:00,46.89,11,online_retail,card_present,10.6,1,1842,0,0
TXN0015693,2026-01-10 09:17:00,101.93,17,restaurant,mobile_app,3.5,1,325,0,0
TXN0015694,2026-01-10 09:19:00,53.52,14,restaurant,card_present,0.8,0,1621,0,0
TXN0015695,2026-01-10 09:19:00,17.9,13,grocery,mobile_app,0.9,1,1304,0,0
TXN0015696,2026-01-10 09:20:00,52.03,20,fuel,card_present,17.9,2,3082,0,0
TXN0015697,2026-01-10 09:20:00,169.35,2,grocery,card_present,3.7,1,3323,0,0
TXN0015698,2026-01-10 09:22:00,134.65,11,travel,card_present,5.3,0,2217,0,0
TXN0015699,2026-01-10 09:23:00,96.44,21,grocery,card_present,9.7,0,1751,0,0
TXN0015700,2026-01-10 09:23:00,25.31,8,grocery,card_present,2.6,0,1102,0,0
TXN0015701,2026-01-10 09:24:00,262.7,18,online_retail,card_present,14.4,0,3002,0,0
TXN0015702,2026-01-10 09:25:00,75.02,12,fuel,online,2.1,0,2203,1,0
TXN0015703,2026-01-10 09:25:00,134.27,20,grocery,card_present,8.6,0,1635,0,0
TXN0015704,2026-01-10 09:25:00,43.6,14,restaurant,mobile_app,1.6,0,149,0,0
TXN0015705,2026-01-10 09:26:00,130.68,20,grocery,card_present,1.5,3,1668,0,0
TXN0015706,2026-01-10 09:28:00,59.4,16,grocery,card_present,23.9,0,1579,0,0
TXN0015707,2026-01-10 09:28:00,44.75,9,fuel,card_present,0.1,1,2484,0,0
TXN0015708,2026-01-10 09:28:00,78.7,21,grocery,card_present,10.2,0,303,0,0
TXN0015709,2026-01-10 09:28:00,26.55,14,fuel,online,3.5,1,801,0,0
TXN0015710,2026-01-10 09:29:00,99.49,15,restaurant,mobile_app,7.3,0,2313,0,0
TXN0015711,2026-01-10 09:29:00,55.77,19,fuel,online,6.8,0,1611,0,0
TXN0015712,2026-01-10 09:30:00,62.34,21,grocery,card_present,19.1,1,3361,0,0
TXN0015713,2026-01-10 09:31:00,66.74,15,restaurant,online,0.1,0,3200,1,0
TXN0015714,2026-01-10 09:31:00,57.06,18,grocery,online,7.8,0,2430,0,0
TXN0015715,2026-01-10 09:32:00,42.02,15,restaurant,online,3.4,1,1153,0,0
TXN0015716,2026-01-10 09:32:00,49.52,18,grocery,card_present,1.7,0,3955,0,0
TXN0015717,2026-01-10 09:33:00,183.51,17,fuel,mobile_app,1.9,1,1361,0,0
TXN0015718,2026-01-10 09:34:00,171.73,21,restaurant,card_present,0.4,0,2385,0,0
TXN0015719,2026-01-10 09:36:00,69.8,22,restaurant,online,16.5,3,2466,0,0
TXN0015720,2026-01-10 09:38:00,67.18,21,fuel,mobile_app,0.4,1,2652,0,0
TXN0015721,2026-01-10 09:39:00,40.47,11,utilities,card_present,4.4,1,1456,0,0
TXN0015722,2026-01-10 09:39:00,167.29,1,electronics,card_present,21.0,0,1332,0,0
TXN0015723,2026-01-10 09:40:00,49.28,10,electronics,card_present,8.3,1,932,0,0
TXN0015724,2026-01-10 09:41:00,66.64,12,online_retail,online,5.0,0,3959,0,0
TXN0015725,2026-01-10 09:41:00,21.15,13,restaurant,online,0.5,2,2650,1,0
TXN0015726,2026-01-10 09:42:00,68.39,17,entertainment,mobile_app,3.1,1,3966,0,0
TXN0015727,2026-01-10 09:43:00,16.12,14,grocery,mobile_app,2.2,0,3535,0,0
TXN0015728,2026-01-10 09:43:00,124.4,8,electronics,card_present,8.3,2,2357,0,0
TXN0015729,2026-01-10 09:44:00,62.34,19,restaurant,card_present,22.0,0,2923,0,0
TXN0015730,2026-01-10 09:45:00,42.94,17,travel,online,2.5,1,2802,0,0
TXN0015731,2026-01-10 09:48:00,39.87,18,grocery,online,13.8,0,2879,0,0
TXN0015732,2026-01-10 09:48:00,314.04,17,grocery,card_present,25.7,0,1782,0,0
TXN0015733,2026-01-10 09:49:00,49.02,3,restaurant,card_present,4.8,0,3025,0,0
TXN0015734,2026-01-10 09:49:00,114.46,21,travel,online,3.6,1,2139,0,0
TXN0015735,2026-01-10 09:49:00,155.96,4,electronics,mobile_app,4.9,0,652,0,0
TXN0015736,2026-01-10 09:50:00,48.29,10,fuel,card_present,20.3,1,2144,0,0
TXN0015737,2026-01-10 09:54:00,87.86,8,fuel,card_present,0.5,1,373,0,0
TXN0015738,2026-01-10 09:56:00,32.06,16,restaurant,card_present,7.8,2,2377,1,0
TXN0015739,2026-01-10 09:56:00,27.46,19,electronics,online,1.8,2,3027,0,0
TXN0015740,2026-01-10 09:57:00,145.71,20,grocery,card_present,2.6,1,539,0,0
TXN0015741,2026-01-10 09:58:00,47.2,16,grocery,mobile_app,7.1,1,2210,0,0
TXN0015742,2026-01-10 09:58:00,54.24,10,restaurant,mobile_app,1.2,0,3143,0,0
TXN0015743,2026-01-10 09:59:00,175.17,10,fuel,mobile_app,8.9,3,2712,0,0
TXN0015744,2026-01-10 10:00:00,111.16,20,online_retail,card_present,9.5,0,3136,0,0
TXN0015745,2026-01-10 10:01:00,8.12,16,restaurant,mobile_app,1.2,0,150,0,0
TXN0015746,2026-01-10 10:02:00,69.75,21,grocery,mobile_app,4.9,0,1530,0,0
TXN0015747,2026-01-10 10:04:00,13.39,16,fuel,card_present,1.7,0,269,0,0
TXN0015748,2026-01-10 10:05:00,94.25,20,electronics,online,6.5,0,2756,0,0
TXN0015749,2026-01-10 10:06:00,21.86,8,electronics,card_present,18.9,3,2630,1,0
TXN0015750,2026-01-10 10:07:00,52.2,21,fuel,online,0.2,0,3568,0,0
TXN0015751,2026-01-10 10:08:00,21.19,12,fuel,card_present,7.1,0,1922,0,0
TXN0015752,2026-01-10 10:08:00,77.19,21,entertainment,mobile_app,5.8,1,2922,0,0
TXN0015753,2026-01-10 10:11:00,266.35,11,online_retail,card_present,20.0,1,3962,0,0
TXN0015754,2026-01-10 10:11:00,83.96,19,restaurant,online,10.6,1,517,0,0
TXN0015755,2026-01-10 10:12:00,56.36,21,grocery,online,3.6,3,1945,0,0
TXN0015756,2026-01-10 10:12:00,87.42,19,grocery,card_present,2.1,0,2637,0,0
TXN0015757,2026-01-10 10:13:00,141.9,1,electronics,card_present,11.0,0,2055,0,0
TXN0015758,2026-01-10 10:14:00,51.25,5,grocery,card_present,8.2,1,3472,1,0
TXN0015759,2026-01-10 10:15:00,15.43,11,restaurant,mobile_app,2.3,0,3419,0,0
TXN0015760,2026-01-10 10:15:00,14.78,20,grocery,card_present,12.5,1,3473,0,0
TXN0015761,2026-01-10 10:16:00,63.19,5,grocery,online,8.7,1,46,0,0
TXN0015762,2026-01-10 10:16:00,200.19,11,fuel,mobile_app,17.5,0,3791,0,0
TXN0015763,2026-01-10 10:18:00,58.15,16,fuel,card_present,0.6,0,3074,0,0
TXN0015764,2026-01-10 10:20:00,116.84,13,entertainment,mobile_app,5.3,0,2058,0,0
TXN0015765,2026-01-10 10:20:00,46.46,18,grocery,online,10.3,1,152,0,0
TXN0015766,2026-01-10 10:21:00,57.07,5,restaurant,card_present,8.1,1,3841,0,0
TXN0015767,2026-01-10 10:21:00,16.92,12,travel,mobile_app,2.8,1,2906,0,0
TXN0015768,2026-01-10 10:21:00,130.84,19,restaurant,card_present,7.9,1,3829,0,0
TXN0015769,2026-01-10 10:21:00,65.64,16,grocery,card_present,4.5,1,993,0,0
TXN0015770,2026-01-10 10:23:00,85.2,17,travel,card_present,0.0,1,3386,0,0
TXN0015771,2026-01-10 10:23:00,69.89,20,electronics,mobile_app,3.7,0,2710,0,0
TXN0015772,2026-01-10 10:24:00,37.8,16,fuel,card_present,0.8,1,1029,0,0
TXN0015773,2026-01-10 10:25:00,85.45,3,utilities,online,1.8,0,1526,0,0
TXN0015774,2026-01-10 10:26:00,70.95,14,restaurant,card_present,0.3,1,669,1,0
TXN0015775,2026-01-10 10:26:00,28.98,12,entertainment,mobile_app,5.1,0,3439,0,0
TXN0015776,2026-01-10 10:26:00,32.45,13,restaurant,card_present,7.5,1,2538,1,0
TXN0015777,2026-01-10 10:27:00,38.46,21,grocery,card_present,1.2,0,340,0,0
TXN0015778,2026-01-10 10:28:00,147.85,21,grocery,card_present,4.1,0,1726,0,0
TXN0015779,2026-01-10 10:28:00,57.6,14,travel,mobile_app,0.6,0,2031,0,0
TXN0015780,2026-01-10 10:29:00,104.66,15,grocery,card_present,10.6,1,1578,0,0
TXN0015781,2026-01-10 10:30:00,53.62,11,fuel,online,0.0,1,700,0,0
TXN0015782,2026-01-10 10:30:00,67.61,20,restaurant,card_present,5.3,2,3190,0,0
TXN0015783,2026-01-10 10:31:00,129.56,8,restaurant,mobile_app,7.3,1,3698,0,0
TXN0015784,2026-01-10 10:31:00,55.47,16,restaurant,mobile_app,0.2,0,2368,0,0
TXN0015785,2026-01-10 10:31:00,170.51,3,fuel,card_present,8.8,0,1192,0,0
TXN0015786,2026-01-10 10:32:00,100.99,9,online_retail,card_present,5.1,1,3992,0,0
TXN0015787,2026-01-10 10:33:00,96.39,14,grocery,card_present,3.6,0,3545,0,0
TXN0015788,2026-01-10 10:33:00,75.38,8,online_retail,mobile_app,6.5,0,2496,1,0
TXN0015789,2026-01-10 10:33:00,211.17,19,restaurant,card_present,8.4,2,1660,0,0
TXN0015790,2026-01-10 10:34:00,18.23,12,grocery,card_present,10.1,0,2164,0,0
TXN0015791,2026-01-10 10:35:00,146.46,14,online_retail,card_present,0.4,0,107,0,0
TXN0015792,2026-01-10 10:38:00,32.21,17,electronics,card_present,8.6,1,961,0,0
TXN0015793,2026-01-10 10:38:00,30.62,17,grocery,mobile_app,0.2,1,408,0,0
TXN0015794,2026-01-10 10:39:00,41.9,15,grocery,card_present,28.1,1,1088,0,0
TXN0015795,2026-01-10 10:39:00,116.87,13,grocery,online,9.8,1,3078,0,0
TXN0015796,2026-01-10 10:40:00,13.84,19,utilities,card_present,6.0,0,2518,0,0
TXN0015797,2026-01-10 10:40:00,18.54,12,fuel,online,1.1,0,1283,0,0
TXN0015798,2026-01-10 10:41:00,62.33,12,online_retail,card_present,1.8,0,314,0,0
TXN0015799,2026-01-10 10:45:00,99.88,20,restaurant,card_present,1.3,0,1726,0,0
TXN0015800,2026-01-10 10:45:00,182.99,14,restaurant,card_present,23.5,0,220,0,0
TXN0015801,2026-01-10 10:46:00,70.2,8,online_retail,card_present,1.2,1,3345,0,0
TXN0015802,2026-01-10 10:47:00,99.27,11,grocery,card_present,2.4,1,3546,0,0
TXN0015803,2026-01-10 10:48:00,13.41,12,restaurant,card_present,8.4,0,1754,0,0
TXN0015804,2026-01-10 10:48:00,39.53,8,electronics,online,7.7,0,3576,0,0
TXN0015805,2026-01-10 10:48:00,42.86,21,electronics,card_present,0.0,0,2769,0,0
TXN0015806,2026-01-10 10:49:00,44.63,9,electronics,online,1.4,1,1759,0,0
TXN0015807,2026-01-10 10:51:00,64.39,20,fuel,online,1.0,0,3471,0,0
TXN0015808,2026-01-10 10:51:00,160.52,16,grocery,card_present,7.0,0,1339,0,0
TXN0015809,2026-01-10 10:51:00,88.34,12,restaurant,card_present,3.2,1,3978,0,0
TXN0015810,2026-01-10 10:53:00,109.75,14,fuel,mobile_app,3.9,0,1048,0,0
TXN0015811,2026-01-10 10:57:00,153.78,20,grocery,card_present,6.0,0,367,0,0
TXN0015812,2026-01-10 10:57:00,42.18,16,grocery,card_present,5.7,0,2335,0,0
TXN0015813,2026-01-10 10:57:00,93.61,22,entertainment,mobile_app,5.1,1,2358,0,0
TXN0015814,2026-01-10 10:57:00,110.69,5,grocery,mobile_app,4.8,0,3528,0,0
TXN0015815,2026-01-10 10:58:00,39.25,15,fuel,card_present,0.7,0,2318,0,0
TXN0015816,2026-01-10 10:59:00,17.9,10,fuel,card_present,15.1,0,1400,0,0
TXN0015817,2026-01-10 11:03:00,61.17,11,restaurant,online,9.9,0,3263,0,0
TXN0015818,2026-01-10 11:05:00,52.17,19,restaurant,card_present,9.8,2,2860,0,0
TXN0015819,2026-01-10 11:07:00,78.81,20,grocery,card_present,29.4,0,1115,1,0
TXN0015820,2026-01-10 11:08:00,38.3,4,online_retail,online,3.4,1,1787,0,0
TXN0015821,2026-01-10 11:08:00,118.94,14,grocery,card_present,1.7,0,1107,0,0
TXN0015822,2026-01-10 11:09:00,120.02,14,grocery,card_present,5.0,0,651,0,0
TXN0015823,2026-01-10 11:09:00,37.92,8,grocery,mobile_app,5.0,0,3284,0,0
TXN0015824,2026-01-10 11:14:00,33.17,15,fuel,card_present,9.7,0,1049,0,0
TXN0015825,2026-01-10 11:14:00,31.84,3,utilities,mobile_app,0.9,0,872,0,0
TXN0015826,2026-01-10 11:15:00,46.99,8,fuel,card_present,23.9,0,123,0,0
TXN0015827,2026-01-10 11:15:00,73.43,21,cash_advance,card_present,7.8,1,960,0,0
TXN0015828,2026-01-10 11:15:00,68.71,15,utilities,card_present,2.8,0,33,0,0
TXN0015829,2026-01-10 11:16:00,417.31,5,online_retail,online,493.7,2,149,1,1
TXN0015830,2026-01-10 11:18:00,31.02,16,utilities,card_present,0.7,0,3349,0,0
TXN0015831,2026-01-10 11:19:00,58.92,17,grocery,mobile_app,5.4,1,527,0,0
TXN0015832,2026-01-10 11:20:00,79.0,18,grocery,card_present,3.8,0,1931,0,0
TXN0015833,2026-01-10 11:22:00,42.54,15,grocery,online,1.2,0,345,0,0
TXN0015834,2026-01-10 11:23:00,122.47,17,electronics,card_present,1.5,0,3233,0,0
TXN0015835,2026-01-10 11:24:00,105.4,21,restaurant,card_present,3.4,0,2712,0,0
TXN0015836,2026-01-10 11:24:00,40.14,13,entertainment,card_present,8.3,1,1544,0,0
TXN0015837,2026-01-10 11:24:00,10.27,18,grocery,mobile_app,10.1,1,1369,0,0
TXN0015838,2026-01-10 11:24:00,76.75,8,fuel,mobile_app,5.7,3,3311,0,0
TXN0015839,2026-01-10 11:26:00,133.14,13,restaurant,card_present,26.5,1,1528,0,0
TXN0015840,2026-01-10 11:27:00,87.56,20,restaurant,card_present,5.0,2,3146,0,0
TXN0015841,2026-01-10 11:27:00,46.95,13,restaurant,mobile_app,6.8,0,3448,0,0
TXN0015842,2026-01-10 11:28:00,71.62,20,restaurant,online,17.4,1,1261,0,0
TXN0015843,2026-01-10 11:30:00,187.0,14,grocery,card_present,1.6,0,1825,0,0
TXN0015844,2026-01-10 11:30:00,128.5,14,grocery,mobile_app,1.9,2,1535,0,0
TXN0015845,2026-01-10 11:30:00,10.87,13,grocery,online,2.8,0,2034,0,0
TXN0015846,2026-01-10 11:31:00,30.92,23,utilities,mobile_app,16.9,1,3471,0,0
TXN0015847,2026-01-10 11:32:00,36.96,21,online_retail,card_present,1.2,1,858,0,0
TXN0015848,2026-01-10 11:33:00,7.28,10,restaurant,online,3.9,0,2727,0,0
TXN0015849,2026-01-10 11:33:00,107.61,18,restaurant,card_present,0.2,0,1676,0,0
TXN0015850,2026-01-10 11:34:00,75.49,11,travel,card_present,11.0,0,3622,0,0
TXN0015851,2026-01-10 11:34:00,60.64,16,restaurant,card_present,12.4,1,3599,0,0
TXN0015852,2026-01-10 11:35:00,101.83,10,electronics,card_present,5.0,0,1099,0,0
TXN0015853,2026-01-10 11:36:00,171.67,13,electronics,mobile_app,6.6,0,919,0,0
TXN0015854,2026-01-10 11:36:00,145.03,12,restaurant,card_present,2.2,0,2293,0,0
TXN0015855,2026-01-10 11:36:00,144.58,13,fuel,mobile_app,6.8,2,310,0,0
TXN0015856,2026-01-10 11:38:00,36.24,0,electronics,mobile_app,4.7,1,775,0,0
TXN0015857,2026-01-10 11:40:00,123.71,15,restaurant,card_present,6.8,0,202,0,0
TXN0015858,2026-01-10 11:40:00,61.63,9,grocery,card_present,2.2,1,2309,0,0
TXN0015859,2026-01-10 11:42:00,51.54,21,restaurant,card_present,3.1,1,2190,0,0
TXN0015860,2026-01-10 11:42:00,114.06,20,cash_advance,online,12.7,0,3561,0,0
TXN0015861,2026-01-10 11:42:00,179.86,4,online_retail,online,9.5,1,3730,0,0
TXN0015862,2026-01-10 11:43:00,75.36,20,grocery,card_present,12.0,0,470,0,0
TXN0015863,2026-01-10 11:43:00,50.32,19,grocery,online,6.9,1,2169,0,0
TXN0015864,2026-01-10 11:44:00,75.91,9,entertainment,card_present,4.7,0,3531,0,0
TXN0015865,2026-01-10 11:44:00,110.54,14,travel,online,16.9,0,3592,0,0
TXN0015866,2026-01-10 11:45:00,27.62,18,grocery,online,8.7,0,2200,1,0
TXN0015867,2026-01-10 11:45:00,175.48,3,online_retail,card_present,6.3,1,2312,0,0
TXN0015868,2026-01-10 11:45:00,20.5,20,electronics,mobile_app,2.2,2,3784,0,0
TXN0015869,2026-01-10 11:46:00,132.14,16,fuel,card_present,1.6,1,2246,0,0
TXN0015870,2026-01-10 11:46:00,114.83,14,electronics,mobile_app,4.1,0,2539,0,0
TXN0015871,2026-01-10 11:46:00,25.01,20,restaurant,mobile_app,0.2,0,1438,0,0
TXN0015872,2026-01-10 11:46:00,129.41,8,travel,online,34.6,0,1546,0,0
TXN0015873,2026-01-10 11:47:00,159.27,21,online_retail,card_present,3.5,0,3912,0,0
TXN0015874,2026-01-10 11:47:00,60.09,12,restaurant,card_present,6.5,0,1433,0,0
TXN0015875,2026-01-10 11:48:00,292.64,20,travel,card_present,2.5,1,709,0,0
TXN0015876,2026-01-10 11:48:00,119.02,18,grocery,online,8.3,0,2559,0,0
TXN0015877,2026-01-10 11:48:00,58.76,19,fuel,online,23.7,0,1306,0,0
TXN0015878,2026-01-10 11:48:00,116.51,0,online_retail,card_present,3.4,4,2917,0,0
TXN0015879,2026-01-10 11:50:00,30.21,18,restaurant,card_present,14.2,2,1626,0,0
TXN0015880,2026-01-10 11:52:00,98.98,21,online_retail,card_present,8.1,0,1968,0,0
TXN0015881,2026-01-10 11:54:00,205.31,19,grocery,mobile_app,0.2,1,2589,0,0
TXN0015882,2026-01-10 11:54:00,80.6,12,utilities,online,6.7,0,3411,0,0
TXN0015883,2026-01-10 11:54:00,50.86,12,electronics,card_present,1.0,0,558,0,0
TXN0015884,2026-01-10 11:56:00,106.07,23,restaurant,mobile_app,20.0,0,3999,0,0
TXN0015885,2026-01-10 11:57:00,50.37,22,fuel,mobile_app,11.3,2,1095,0,0
TXN0015886,2026-01-10 11:57:00,38.49,21,electronics,mobile_app,0.5,1,1791,0,0
TXN0015887,2026-01-10 11:59:00,109.51,20,grocery,online,7.3,0,713,0,0
TXN0015888,2026-01-10 11:59:00,117.54,15,online_retail,card_present,8.0,0,771,0,0
TXN0015889,2026-01-10 12:00:00,29.64,21,restaurant,card_present,1.1,0,3728,0,0
TXN0015890,2026-01-10 12:01:00,81.07,16,entertainment,card_present,7.8,0,2889,0,0
TXN0015891,2026-01-10 12:01:00,95.9,11,electronics,card_present,0.5,0,1478,0,0
TXN0015892,2026-01-10 12:01:00,65.33,5,restaurant,card_present,2.7,1,1253,0,0
TXN0015893,2026-01-10 12:02:00,61.97,16,grocery,online,4.3,1,2186,0,0
TXN0015894,2026-01-10 12:05:00,96.4,18,electronics,card_present,1.0,0,355,0,0
TXN0015895,2026-01-10 12:06:00,15.63,4,travel,mobile_app,2.4,1,2269,0,0
TXN0015896,2026-01-10 12:07:00,34.06,12,travel,online,6.0,0,1303,0,0
TXN0015897,2026-01-10 12:07:00,120.77,20,restaurant,online,11.9,0,2381,0,0
TXN0015898,2026-01-10 12:08:00,218.98,21,grocery,online,4.2,1,3752,0,0
TXN0015899,2026-01-10 12:08:00,44.52,14,restaurant,card_present,16.9,0,3462,0,0
TXN0015900,2026-01-10 12:09:00,38.76,5,electronics,card_present,16.0,2,2964,0,0
TXN0015901,2026-01-10 12:10:00,143.07,20,grocery,card_present,0.1,0,1509,0,0
TXN0015902,2026-01-10 12:10:00,18.1,8,online_retail,online,13.4,1,3677,0,0
TXN0015903,2026-01-10 12:11:00,68.42,0,grocery,card_present,16.3,0,3894,0,0
TXN0015904,2026-01-10 12:12:00,82.73,11,fuel,card_present,8.7,0,3923,0,0
TXN0015905,2026-01-10 12:13:00,20.51,12,online_retail,card_present,8.5,0,3185,0,0
TXN0015906,2026-01-10 12:13:00,206.36,11,grocery,online,2.6,1,1101,0,0
TXN0015907,2026-01-10 12:14:00,15.96,12,grocery,online,25.6,1,2310,0,0
TXN0015908,2026-01-10 12:15:00,13.86,14,electronics,online,7.2,1,879,0,0
TXN0015909,2026-01-10 12:16:00,97.54,13,grocery,online,18.7,0,2173,0,0
TXN0015910,2026-01-10 12:16:00,67.68,14,grocery,mobile_app,5.0,1,1205,0,0
TXN0015911,2026-01-10 12:19:00,120.0,16,fuel,card_present,24.6,2,3142,0,0
TXN0015912,2026-01-10 12:19:00,17.23,19,restaurant,card_present,5.4,1,1755,0,0
TXN0015913,2026-01-10 12:19:00,170.06,17,grocery,online,17.7,2,3218,0,0
TXN0015914,2026-01-10 12:21:00,66.1,13,fuel,mobile_app,0.3,0,2394,0,0
TXN0015915,2026-01-10 12:22:00,105.55,14,restaurant,card_present,10.8,1,3623,1,0
TXN0015916,2026-01-10 12:22:00,77.49,19,electronics,online,2.5,0,3560,0,0
TXN0015917,2026-01-10 12:22:00,46.18,17,grocery,card_present,5.4,0,953,0,0
TXN0015918,2026-01-10 12:23:00,86.28,10,grocery,card_present,0.7,0,3931,0,0
TXN0015919,2026-01-10 12:24:00,217.78,10,fuel,mobile_app,3.6,1,2182,0,0
TXN0015920,2026-01-10 12:24:00,28.98,15,online_retail,mobile_app,3.7,0,40,0,0
TXN0015921,2026-01-10 12:26:00,41.26,4,restaurant,online,4.4,0,3436,0,0
TXN0015922,2026-01-10 12:26:00,35.31,9,fuel,card_present,15.4,1,2553,0,0
TXN0015923,2026-01-10 12:26:00,90.25,14,fuel,card_present,7.0,0,1016,1,0
TXN0015924,2026-01-10 12:27:00,66.52,15,restaurant,card_present,12.8,1,2828,0,0
TXN0015925,2026-01-10 12:28:00,50.1,13,fuel,card_present,12.0,0,1790,0,0
TXN0015926,2026-01-10 12:28:00,112.18,21,restaurant,online,5.2,0,3749,0,0
TXN0015927,2026-01-10 12:28:00,96.2,16,entertainment,card_present,18.3,1,2941,0,0
TXN0015928,2026-01-10 12:31:00,36.33,13,restaurant,mobile_app,25.3,0,3884,1,0
TXN0015929,2026-01-10 12:34:00,177.18,15,online_retail,online,10.4,0,3682,0,0
TXN0015930,2026-01-10 12:34:00,22.84,18,grocery,mobile_app,24.3,0,2325,0,0
TXN0015931,2026-01-10 12:35:00,41.79,12,fuel,online,1.4,0,1933,0,0
TXN0015932,2026-01-10 12:37:00,162.03,13,restaurant,card_present,3.5,1,2143,0,0
TXN0015933,2026-01-10 12:39:00,48.6,11,entertainment,card_present,2.2,2,2761,0,0
TXN0015934,2026-01-10 12:42:00,40.83,8,utilities,card_present,0.2,0,2885,0,0
